"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"512","#BoycottChineseProducts #BoycottMadeInChina instead of we all falling into this web, GoI should ban all export and… https://t.co/6zOUwmjBqt",FALSE,1,NA,2020-06-05 20:54:39,TRUE,NA,"1269009764035383297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","v_reddy154",0,FALSE,FALSE,NA,NA
"513","This clearly tells why we should avoid #BoycottChineseProducts #BoycottChineseApp #BoycottMadeInChina. https://t.co/fQhUuOdLv2",FALSE,1,NA,2020-06-05 20:47:28,FALSE,NA,"1269007955120119808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","v_reddy154",0,FALSE,FALSE,NA,NA
"514","See the attached pictures, you will be surprised what to do. It's not only about #BoycottChineseProducts… https://t.co/xyKWC37zJx",FALSE,1,NA,2020-06-05 20:40:43,TRUE,NA,"1269006258855571457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","v_reddy154",0,FALSE,FALSE,NA,NA
"515","Join these brave Jaw and in boycotting Chinese made phones, apps, electronics and other goods. This is the easiest… https://t.co/o4720SApnx",FALSE,1,NA,2020-06-05 20:39:55,TRUE,NA,"1269006058099486723",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MemoryCollecti2",0,FALSE,FALSE,NA,NA
"516","RT @jaindeepak45: #BoycottMadeInChina
China is earning crores of money per day by above Apps pl uninstall these Apps
TikTok
Helo
Shareit
Sh…",FALSE,0,NA,2020-06-05 20:30:04,FALSE,NA,"1269003576422150146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",2,TRUE,FALSE,NA,NA
"517","RT @BhumikaS8181: #BoycottChineseApp #BoycottMadeInChina Chinese government has blocked all these apps in China then why can’t we in India…",FALSE,0,NA,2020-06-05 20:20:46,FALSE,NA,"1269001235643817984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",18,TRUE,FALSE,NA,NA
"518","RT @YogeshP41573355: (Trend Alert):-

Cheen ko Jawab:- 

""Sena Degi Bullet se, Aap Dijiye Wallet se""

#BoycottMadeInChina

All Software in…",FALSE,0,NA,2020-06-05 20:19:40,FALSE,NA,"1269000958329135110",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",3,TRUE,FALSE,NA,NA
"519","RT @NAMIT18GUPTA: The need is to develop an ecosystem that could drive #BoycottMadeInChina in a phased manner. https://t.co/9IZYDYmBSA",FALSE,0,NA,2020-06-05 20:18:27,FALSE,NA,"1269000653189206021",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",5,TRUE,FALSE,NA,NA
"520","RT @NoToMadeInChina: Day 6.

It's been a week we have been reminding all of you to boycott made in china. Thanks for your support.Well done…",FALSE,0,NA,2020-06-05 20:17:05,FALSE,NA,"1269000311366053889",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",77,TRUE,FALSE,NA,NA
"521","RT @TDasKumar: Voice raised from every part of Assam to #BoycottMadeInChina .
#BoycottChinaProducts https://t.co/r8cavUqxVD",FALSE,0,NA,2020-06-05 20:16:42,FALSE,NA,"1269000214980919297",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",34,TRUE,FALSE,NA,NA
"522","RT @KalraOffical: Indians should take initiative to help India in extreme situation
#BoycottMadeInChina https://t.co/JHj59vdwfG",FALSE,0,NA,2020-06-05 20:15:54,FALSE,NA,"1269000013616570368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",19,TRUE,FALSE,NA,NA
"523","RT @SagarJangra09: Our soldiers will fight with bullets and we should fight with them by our wallets.
Software in one week,
Hardware in one…",FALSE,0,NA,2020-06-05 20:15:40,FALSE,NA,"1268999954049073153",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",31,TRUE,FALSE,NA,NA
"524","RT @SHAHJAY09235889: Every Indian Must Know
In 2019 India imported 74.72 billion USD worth of goods from China..that is 5.5 Lakh Crore Indi…",FALSE,0,NA,2020-06-05 20:15:04,FALSE,NA,"1268999804438237185",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",13,TRUE,FALSE,NA,NA
"525","RT @Shanice3195: Set aside 9 minutes of your time and watch this today! #BoycottMadeInChina 
https://t.co/wjCMyoSYyS https://t.co/hlETX0myJI",FALSE,0,NA,2020-06-05 20:14:38,FALSE,NA,"1268999693897306113",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",195,TRUE,FALSE,NA,NA
"526","RT @PriyaRa97515098: Well, I've done my part, now it's ur turn to play ur role...we will do together step by step towards #BoycottMadeInChi…",FALSE,0,NA,2020-06-05 20:13:47,FALSE,NA,"1268999478255575040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",9,TRUE,FALSE,NA,NA
"527","RT @Neetaambanijio: now book tickets from here and get back Airticket Refunds

#BoycottChineseApp
#BoycottMadeInChina https://t.co/dmo0dn4E…",FALSE,0,NA,2020-06-05 20:13:19,FALSE,NA,"1268999361821724672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",116,TRUE,FALSE,NA,NA
"528","RT @dealztrendz: Announcement <U+0001F4E3> 

In the light of recent activities, such as territorial conflicts and others we are declaring that no deal…",FALSE,0,NA,2020-06-05 20:11:15,FALSE,NA,"1268998840889208832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",520,TRUE,FALSE,NA,NA
"529","RT @ReshmaRanaHr: #BoycottMadeInChina
Software with in week
Hardware with in a year
Be a part of change<U+0001F64F><U+0001F3FB><U+0001F6A9> https://t.co/sZ2uWvTdTu",FALSE,0,NA,2020-06-05 20:07:57,FALSE,NA,"1268998012006576128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",124,TRUE,FALSE,NA,NA
"530","Boycott Made in China
#BoycottMadeInChina 
https://t.co/Y13w4Lm2HY https://t.co/fwoBfOm7Nw",FALSE,2,NA,2020-06-05 20:03:44,FALSE,NA,"1268996951007100928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SIMONAYROOR",1,FALSE,FALSE,NA,NA
"531","RT @Chandni99865621: Finally deleted #tiktok after dwnldng my 2 yrs of effort to get 18.3k.<U+0001F62D>...I support #BoycottChineseApp #BoycottMadeInC…",FALSE,0,NA,2020-06-05 19:41:34,FALSE,NA,"1268991370942955520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Morgan23094065",2,TRUE,FALSE,NA,NA
"532","RT @_sabanaqvi: #BoycottMadeInChina is making twits enthhsiastic. But much of the raw material that goes into medicines that we make in Ind…",FALSE,0,NA,2020-06-05 19:40:28,FALSE,NA,"1268991096937418753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UvaishK48800751",212,TRUE,FALSE,NA,NA
"533","Uninstall <U+0001F914><U+0001F914>

#BoycottChina 
#BoycottChineseProducts
#BoycottMadeInChina https://t.co/5wfbXjCqL9",FALSE,2,NA,2020-06-05 19:35:32,FALSE,NA,"1268989853762371584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_A_political",0,FALSE,FALSE,NA,NA
"534","RT @LokutMokut: @globaltimesnews This is coming from the #Chinese .
#BoycottChineseProducts #BoycottMadeInChina #boycottchinaproducts #boyc…",FALSE,0,NA,2020-06-05 19:34:40,FALSE,NA,"1268989634576560129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",5,TRUE,FALSE,NA,NA
"535","2020 is the year you can’t survive sleeping.
#blacklifematters #BoycottChina #BoycottMadeInChina #CoronaWarrior… https://t.co/mIbE5wLyZy",FALSE,3,NA,2020-06-05 19:29:43,TRUE,NA,"1268988389778313216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hardik_0512",0,FALSE,FALSE,NA,NA
"536","google @sundarpichai @GoogleIndia will pay for playing with Indian people sentiments . People will add google too i… https://t.co/jUltciP21V",FALSE,1,NA,2020-06-05 19:28:11,TRUE,NA,"1268988006142291968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RohanSi09778286",0,FALSE,FALSE,NA,NA
"537","RT @dealztrendz: Announcement <U+0001F4E3> 

In the light of recent activities, such as territorial conflicts and others we are declaring that no deal…",FALSE,0,NA,2020-06-05 19:26:14,FALSE,NA,"1268987515379253249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandy_dailymilk",520,TRUE,FALSE,NA,NA
"538","RT @ReshmaRanaHr: #BoycottMadeInChina
Software with in week
Hardware with in a year
Be a part of change<U+0001F64F><U+0001F3FB><U+0001F6A9> https://t.co/sZ2uWvTdTu",FALSE,0,NA,2020-06-05 19:25:47,FALSE,NA,"1268987398244925443",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandy_dailymilk",124,TRUE,FALSE,NA,NA
"539","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/DOKvh0pa94",FALSE,2,NA,2020-06-05 19:19:18,TRUE,NA,"1268985767373594626",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"540","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/ddp5Nes0E0",FALSE,1,NA,2020-06-05 19:18:50,TRUE,NA,"1268985652881682432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"541","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/v0HDf3kqY1",FALSE,1,NA,2020-06-05 19:18:36,TRUE,NA,"1268985592659898370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"542","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/AwLjSThLfD",FALSE,2,NA,2020-06-05 19:18:27,TRUE,NA,"1268985554516840448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"543","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/ZXYx5dymN0",FALSE,1,NA,2020-06-05 19:17:58,TRUE,NA,"1268985434433925121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"544","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/MUzbsz5iPX",FALSE,2,NA,2020-06-05 19:16:30,TRUE,NA,"1268985064274067456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"545","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/d5hqgznrVZ",FALSE,1,NA,2020-06-05 19:16:24,TRUE,NA,"1268985038076391424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"546","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/LBfbC2SbnC",FALSE,1,NA,2020-06-05 19:16:17,TRUE,NA,"1268985007726444544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"547","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/MOjSQ1q1qJ",FALSE,2,NA,2020-06-05 19:16:08,TRUE,NA,"1268984969625341952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",1,FALSE,FALSE,NA,NA
"548","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/fPamJUeTAo",FALSE,1,NA,2020-06-05 19:15:56,TRUE,NA,"1268984922573660161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"549","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/QvT1xtrUKk",FALSE,2,NA,2020-06-05 19:15:46,TRUE,NA,"1268984879410102272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"550","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/jNb7pubPKU",FALSE,1,NA,2020-06-05 19:15:20,TRUE,NA,"1268984770811138048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"551","One my #linkedin #friend share to know about this situation for #Bharat #Mycountry #India 
Today I'm Deleting all t… https://t.co/PofwCSJU6H",FALSE,4,NA,2020-06-05 19:14:32,TRUE,NA,"1268984567756537857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","singhkaran9324",1,FALSE,FALSE,NA,NA
"552","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/xpbW0N61Wv",FALSE,1,NA,2020-06-05 19:14:30,TRUE,NA,"1268984558646472705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"553","One my #linkedin #friend share to know about this situation for #Bharat #Mycountry #India 
Today I'm Deleting all t… https://t.co/pA0rvHSiBy",FALSE,5,NA,2020-06-05 19:13:02,TRUE,NA,"1268984192823517187",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","R4Udenimfactory",1,FALSE,FALSE,NA,NA
"554","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/k40U0Ux2n2",FALSE,1,NA,2020-06-05 19:12:52,TRUE,NA,"1268984148380663808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"555","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/zb3649fdSl",FALSE,1,NA,2020-06-05 19:12:06,TRUE,NA,"1268983957577535490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"556","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/tGEbvQmlKa",FALSE,1,NA,2020-06-05 19:11:58,TRUE,NA,"1268983922068602880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"557","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/6VSycaJfxx",FALSE,1,NA,2020-06-05 19:11:49,TRUE,NA,"1268983886748344320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"558","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/dhbxvLjY3o",FALSE,1,NA,2020-06-05 19:09:03,TRUE,NA,"1268983187373350912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"559","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/MeFaRroceu",FALSE,1,NA,2020-06-05 19:08:54,TRUE,NA,"1268983150908063744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"560","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/IP6T48BgRK",FALSE,1,NA,2020-06-05 19:08:45,TRUE,NA,"1268983115399131136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"561","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/EKNQf05Dix",FALSE,1,NA,2020-06-05 19:07:40,TRUE,NA,"1268982839141269505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"562","For everyone’s instance, please don’t use #ChineseVirus on hashtags. Chinese is the whole group of people including… https://t.co/9D1qBFXRb6",FALSE,3,NA,2020-06-05 19:05:11,TRUE,NA,"1268982217541214208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imhawai",0,FALSE,FALSE,NA,NA
"563","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/ramXHPq3RQ",FALSE,1,NA,2020-06-05 19:03:56,TRUE,NA,"1268981902041444352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"564","RT @NoToMadeInChina: May I ask you a very simple question in  the end of first week of this movement? 

<U+0906><U+092A><U+0915><U+094B> <U+0926><U+0947><U+0936> <U+0915><U+0940> <U+092E><U+093F><U+091F><U+094D><U+091F><U+0940> <U+0915><U+0940> <U+0915><U+0938><U+092E> <U+0939><U+0948> <U+0908><U+092E><U+093E><U+0928><U+0926><U+093E>…",FALSE,0,NA,2020-06-05 19:03:49,FALSE,NA,"1268981870836027392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jpchaturvedi18",5,TRUE,FALSE,NA,NA
"565","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/yJjmWCtnHE",FALSE,1,NA,2020-06-05 19:03:47,TRUE,NA,"1268981862719873024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"566","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/i2g8tcfT9x",FALSE,1,NA,2020-06-05 19:03:27,TRUE,NA,"1268981779983003648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"567","RT @Chandni99865621: Finally deleted #tiktok after dwnldng my 2 yrs of effort to get 18.3k.<U+0001F62D>...I support #BoycottChineseApp #BoycottMadeInC…",FALSE,0,NA,2020-06-05 19:02:35,FALSE,NA,"1268981562583838721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ur_cruise",2,TRUE,FALSE,NA,NA
"568","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/L50JVQ3H2h",FALSE,1,NA,2020-06-05 19:01:29,TRUE,NA,"1268981284967071745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"569","#BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china very hard b… https://t.co/qZ48CP1QEv",FALSE,1,NA,2020-06-05 19:01:04,TRUE,NA,"1268981179258003456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"570","@republic #BoycottMadeInChina 
#BoycottChineseApp 
#boycottchinaproducts 
#BoycottChina 
We will really hit china v… https://t.co/i9rcJgkUO4",FALSE,1,"republic",2020-06-05 19:00:56,TRUE,"1268937932875853824","1268981146542469121","811972460560019456","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PratapSetu",0,FALSE,FALSE,NA,NA
"571","RT @We_The_Saffron: Say no to made in China !! 
#BoycottMadeInChina",FALSE,0,NA,2020-06-05 18:59:37,FALSE,NA,"1268980813552640001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MahathaRishav",9,TRUE,FALSE,NA,NA
"572","RT @SudhirT25518927: OnePlus 8 will go on sale  in India at via Amazon and OnePlus website.
This will reflect our serinousness of #BoycottC…",FALSE,0,NA,2020-06-05 18:59:30,FALSE,NA,"1268980785840713729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heeraverma75",22,TRUE,FALSE,NA,NA
"573","RT @LokutMokut: @IndiaPOCO This is coming from the #Chinese .
#BoycottChineseProducts #BoycottMadeInChina #boycottchinaproducts #BoycottChi…",FALSE,0,NA,2020-06-05 18:59:06,FALSE,NA,"1268980683185115136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ANWESH5PATI",9,TRUE,FALSE,NA,NA
"574","RT @LokutMokut: @IndiaPOCO This is coming from the #Chinese .
#BoycottChineseProducts #BoycottMadeInChina #boycottchinaproducts #BoycottChi…",FALSE,0,NA,2020-06-05 18:43:35,FALSE,NA,"1268976779903066118",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gyan198",9,TRUE,FALSE,NA,NA
"575","RT @SudhirT25518927: OnePlus 8 will go on sale  in India at via Amazon and OnePlus website.
This will reflect our serinousness of #BoycottC…",FALSE,0,NA,2020-06-05 18:40:57,FALSE,NA,"1268976116368388103",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raajputani",22,TRUE,FALSE,NA,NA
"576","Finally deleted #tiktok after dwnldng my 2 yrs of effort to get 18.3k.<U+0001F62D>...I support #BoycottChineseApp… https://t.co/YMao0Xe2qZ",FALSE,10,NA,2020-06-05 18:32:21,TRUE,NA,"1268973954011561984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chandni99865621",2,FALSE,FALSE,NA,NA
"577","RT @Wangchuk66: USE YOUR WALLET POWER
#BoycottMadeInChina #SoftwareInAWeekHardwareInAYear to stop Chinese bullying in Ladakh &amp; eventually t…",FALSE,0,NA,2020-06-05 18:23:39,FALSE,NA,"1268971763003731973",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AdvAnkesh",16229,TRUE,FALSE,NA,NA
"578","#BoycottMadeInChina
Software in a week 
Hardware in a year",FALSE,1,NA,2020-06-05 18:23:22,FALSE,NA,"1268971692929368064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BOAA_FINANCIALS",0,FALSE,FALSE,NA,NA
"579","What has happened to these police officers? Can't we say our opinion in public?
#BoycottMadeInChina https://t.co/XpZYWAl7oB",FALSE,1,NA,2020-06-05 18:20:30,FALSE,NA,"1268970969961381889",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gopalgtgorur",0,FALSE,FALSE,NA,NA
"580","Oppo Chor Care person #Rohini #Oppo #CareOppo #Care #OppoIndia #DelhiOppo @oppomobileindia @oppo all are thief they… https://t.co/B5ADd6rxno",FALSE,3,NA,2020-06-05 18:20:04,TRUE,NA,"1268970862863998976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DEV143RAJPUT",1,FALSE,FALSE,NA,NA
"581","#BoycottMadeInChina 
Software in a week
hardware in a year.",FALSE,1,NA,2020-06-05 18:16:46,FALSE,NA,"1268970032379256834",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tverma332",0,FALSE,FALSE,NA,NA
"582","We Are Gonna Get To Know How Many People Will Stick To  #BoycottMadeInChina  Tomorrow, Because #OnePlus8  Is Gonna Go On Sale Tomorrow <U+0001F62C><U+0001F62C>",FALSE,1,NA,2020-06-05 18:11:37,FALSE,NA,"1268968736716922881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheAravindArunM",0,FALSE,FALSE,NA,NA
"583","#BoycottChina #BoycottMadeInChina trend by absent minded citizens of this country and the propaganda by media,pokit… https://t.co/C9rMHa6A55",FALSE,1,NA,2020-06-05 18:10:27,TRUE,NA,"1268968441907568641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamRagbon",0,FALSE,FALSE,NA,NA
"584","Chinese product boycott karna really possible ha??
Kya hai asali sach <U+0001F525><U+0001F525>
https://t.co/IJkyw7SjoQ
#BoycottChina… https://t.co/fd1JBHagv4",FALSE,1,NA,2020-06-05 18:03:07,TRUE,NA,"1268966596975812610",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","know4tech",0,FALSE,FALSE,NA,NA
"585","@aajtak @ashraf_wani @manjeetnegilive Boycott Chinese Products #BoycottMadeInChina",FALSE,1,"aajtak",2020-06-05 18:02:26,FALSE,"1268965858648473600","1268966424539611137","42606652","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ImArtoo",0,FALSE,FALSE,NA,NA
"586","Bollywood celebrities and sport stars should come forward to lead #BoycottMadeInChina movement. Pls lead the youth… https://t.co/QT6iGOnJSz",FALSE,1,NA,2020-06-05 17:59:51,TRUE,NA,"1268965773617164288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spankajshree",1,FALSE,FALSE,NA,NA
"587","RT @_sr_bachchan_: One side our soldiers are sacrificing their lives for the country....
&amp;
On the other side the same country people are su…",FALSE,0,NA,2020-06-05 17:57:36,FALSE,NA,"1268965207696498688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_sr_bachchan_",1,TRUE,FALSE,NA,NA
